	book	sentence_length	sentence	sentence_index
13377	Who Will Save Us	9	"■■ ""Humans burn coal and oil to make energy."	45
1520	The Enormous Crocodile	17	Just outside the town, there was a pretty little field with trees and bushes all round it.	253
5070	Wake Up, Sleeping Beauty	19	She got up early every morning to fill Flick’s net with hay and put fresh water in his trough.	18
214	The Monstrous Tale of Celery Crumble	9	Celery should have said sorry, but Celery said, “Sorry!	24
8156	Little Red Riding Hood	8	"""I nearly spilled my grandmother's Brussels sprout soup.”"	17
13516	Jack Breaks The Beanstalk	23	The bean had grown like into a huge, leafy beanstalk with a thick, strong stem that reached all the way to the clouds.	59
3312	Elmer and the Stranger	10	When you don’t think about it, you soon drop off.”	48
12365	The Wheels on the Bus	15	The jumbo on the bus goes puff puff puff, puff puff puff, puff puff puff.	29
9180	Gruff the Grump	11	“Oh please, Mr Bear, PLEEEEEEASE get me down” pleaded the rabbit.	12
2182	The Owl Who Was Afraid Of The Dark	13	That night, Plop saw a man standing on the ground below their tree.	79
13547	The Snowiest Christmas Ever	4	“Christmas cards?” wondered Papa.	26
4779	The Smeds and The Smoos	9	They re such a nasty shade of hl tie.	20
11651	You Can't Take An Elephant On The Bus	17	And don't hall a if the driver’s a With such slippery flippers, he can’t grasp the wheel.	14
6853	Giraffe is Left Out	9	The next day, Leopard had a surprise for Giraffe.	61
11258	Farmer Duck	3	But nobody spoke!	49
3017	The Fox's Hiccups	19	When he got back to his hut, Percy remembered that he still had one or two jobs to do.	14
4785	The Smeds and The Smoos	7	Janet missed Bill, and Bill missed Janet.	26
6243	Dogs Don't Do Ballet	4	“Dogs don’t do ballet!”	13
3733	Dogger	5	Mum looked under the bed.	35
9909	Superworm	4	Superworm’s in frightful trouble!	45
9480	Caterpillar Butterfly	17	I watched for ten whole days and on the tenth day the pupa went very, very dark.	95
3322	Elmer and the Stranger	12	Kangaroo laughed, and with an enormous bounce landed beside Lion and Tiger.	58
3698	Dogger	9	Once there was a soft brown toy called Dogger.	0
9263	Night Monkey Day Monkey	15	Night Monkey laughed and said, “Don’t be daft, That banana’s the moon in the sky.”	19
1498	The Enormous Crocodile	7	"""I’m going on a lovely white horse!”"	231
5890	All About Feelings	4	run away and hide.	43
8991	How The Grinch Stole Christmas	3	And he… ….	172
9522	These Are Animals	3	Sea urchins hide.	29
11369	Who Will Sing My Puff-a-bye	13	And who will make dragonwheels and snoutfizzers at the end of the day?”	39
13670	Jack and the Beanstalk	21	Help me escape from here,” said the goose, “and you will never be poor again, for I am a magic goose.”	44
10078	Elmer and Rose	5	“Who are you talking about?”	15
2055	The Hedgehog's Balloon	4	“What’s in that box?”	42
11674	You Can't Take An Elephant On The Bus	16	And if they’re stopped they get annoyed, and an angry bear is one best to avoid.	37
2058	The Hedgehog's Balloon	10	The mice didn’t have to wait long to find out.	45
10783	Little by Little	5	And every day it wasn’t.	21
13679	Jack and the Beanstalk	12	So Jack climbed onto the table and hid behind a huge egg-cup.	53
4617	Sir Charlie Stinky Socks and the Really Big Adventure	2	Oh my!	59
4156	Sharing A Shell	6	“Peace!” cries Brush, but nobody hears.	43
3755	Dogger	8	The playing-field was full of stalls and side-shows.	57
8916	How The Grinch Stole Christmas	5	He took the Who feast!	97
6918	The Tree That's Meant To Be	8	As darkness fell, a falling star dropped down.	32
12035	The Ugly Duckling	4	“Go away,” they quacked.	14
483	The Troll	9	He looked around, but he couldn’t see any goats.	86
12375	The Cave	9	A cave that is home to a little creature.	1
2692	Harry and the Dinosaurs say Raahh!	5	Mr Drake called, “Next please!”	17
6489	All Year Round	7	They stay on the trees all winter.	176
9445	Caterpillar Butterfly	11	It curled itself up at once and fell off the leaf.	60
12126	Room on the Broom	21	The witch’s half-broomstick flew into a cloud, And the witch heard a roar that was scary and loud . . .	40
5306	Ten in the Bed and Other Counting Rhymes	14	Five Bananas Five bananas on banana tree, Three for you and two for me.	19
5513	Dragon Post	6	They would know what to do.	5
6867	Giraffe is Left Out	9	Next they played Pass the Parcel and Giraffe won.	75
11047	After the Storm	7	But no “b No od y iw	44
10405	Too Shy For Show And Tell	11	The thought of it made his tummy hurt really, really bad.	21
9287	Night Monkey Day Monkey	7	Night Monkey yawned and rubbed her eyes.	43
5595	Dragon Post	7	So J U/fWe to tAe U'is£.(rpen«m-..T KnW-	87
5692	Oi Dog!	11	“Leopards will sit on shepherds, and cheetahs will sit on fajitas.”	21
8582	Tiger Has a Tantrum	18	He even got cross if he didn't get jelly for lunchl Tiger was horrid when he got cross.	4
12975	Elephant Learns to Share	6	It went a long, long way.	30
3921	Doug The Bug That Went Boing	2	Oh no!	11
5712	Scruffy Bear and the Six White Mice	32	“What a dark and gloomy place,” he said to himself, and had just decided that he would w alk around the wood, instead of going through it, when he heard a noise.	1
11991	We're Going on a Bear Hunt	4	Back through the snowstorm!	97
7072	How to Catch a Star	15	So, very carefully, he climbed to the top of the tallest tree he could find.	15
9148	Harry and the Dinosaurs go to School	7	The boy nodded and passed it over.	52
10553	All For One	11	"""He'll freeze to death in a paddling pool in this weather."""	66
1414	The Enormous Crocodile	5	They were brother and sister.	147
499	The Troll	16	"""These are no use to me,” he said, and he threw them all into the sea."	102
668	Once Upon A Unicorn Horn	4	“I think it’s broken.”	25
7781	The Storm Whale	12	Noi did everything he could to make the whale feel at home.	12
8341	The Christmas Story	12	So, Mary and Joseph went inside to settle down for the night.	17
5900	All About Feelings	4	I am feeling angry.	53
5511	Dragon Post	13	But… this little dragon looked like it might set fire to the house…	3
303	Peace at Last	20	He was just falling asleep when all the birds started to sing and the sun peeped in at the window.	36
10827	The Tiger Who Came To Tea	22	.and he drank all the milk, and all the orange juice, and all Daddy’s beer, and all the water in the tap.	21
1703	The Most Wonderful Gift In The World	6	“I bet it’s mine!” giggled Esme.	1
12639	The Pirates Next Door	6	They made him walk the plank!	66
8713	The Teeny Weeny Tadpole	5	"Can I jump?"" said Rabbit."	40
13831	The Christmas Extravaganza Hotel	12	But Bear knew exactly what Frog would like instead . . .	84
3595	Monkey Needs to Listen	3	Everyone was excited.	45
13307	Knock Knock Pirate	3	You’re the BEST!”	81
10937	When Granny Saved Christmas	5	It’s nearly Christmas!” sang Bubble.	1
6113	All About Feelings	12	It could be a parent, a carer, your teacher or your friend.	266
13563	The Snowiest Christmas Ever	7	Papa’s massive snowball hit the Christmas tree!	42
4983	She Rex	4	I just saw one.	6
11693	Where's My Cuddle	14	"""You said you didn’t want it, so I gave it to Dad,” said Mum."	8
4295	The Enormous Turnip	5	The dog pulled Jack’s shirt.	23
11500	The Duchess and Guy	15	Before Guy could woof an apology, Meghan gave him an encouraging scratch behind his ear.	33
12954	Elephant Learns to Share	19	At break, he would not share his snack, even when Hippo forgot to bring his own snack to school.	9
2519	Elmer and Wilbur	3	“Wilbur,” called Elmer.	38
8414	Knock Knock Alien	1	Hooray!	65
11680	You Can't Take An Elephant On The Bus	8	Well, I’ve got an idea… How about you?	43
5623	A Letter to Santa	14	Then when I’d finished, I printed mg name, and added kisses again and again.	6
5830	The Gingerbread Man	9	Just then, the gingerbread man came to a river.	34
1068	A Squash and a Squeeze	22	Well, the cow took one look and charged straight at the pig, Then jumped on the table and tapped out a jig.	37
11092	After the Storm	14	In fact, every one of Percy’s friends had a fine new place to live.	89
10959	When Granny Saved Christmas	4	'I know!’ said Bubble.	23
9304	The Paper Dolls	14	on to a bus and rode to a farmyard, and danced with the pigs.	9
553	The Troll	8	“We want what pirates are supposed to eat.”	156
2992	The Dinosaur Department Store	7	It’s time to choose your OWD dinosaur!”	38
12208	Harry and the Bucketful of Dinosaurs	4	The man said, “Dinosaurs?	47
10923	Stick Man	2	Faster and.	79
4963	It's Christmas	10	But – oops! - he swept the labels off too!	42
6044	All About Feelings	6	it up and throw it away.	197
2595	One Starry Night	15	“Baa Baa Baa Baa Baa Baa Baa Baa Baa Baa” said the ten little sheep.	34
11684	You Can't Take An Elephant On The Bus	20	So it's goodbye to skateboards, balloons and THAT bus, for we now have a conveyance that suits All OF US!	47
6921	The Tree That's Meant To Be	3	I felt tall!	35
12339	The Wheels on the Bus	12	The bear on the bus goes brum brum brum, at the zoo.	3
3550	Monkey Needs to Listen	5	Mr Croc was very busy.	0
5216	The Bumblebear	9	The bees were saved and Norman was a HERO!	61
13633	Jack and the Beanstalk	7	“Make sure you get a good price!”	7
420	The Troll	2	“Start digging!”	23
8824	How The Grinch Stole Christmas	16	No one quite knows the reason It could be his head wasn’t screwed on just right.	5
3128	Cave Baby	5	No more stars and stripes!	17
8773	Santa to the Rescue	14	There were drinks and snacks for everyone, and the animals soon felt warm again.	23
1496	The Enormous Crocodile	4	They were very excited.	229
1047	A Squash and a Squeeze	4	“Take in my goat?	16
10987	When Granny Saved Christmas	5	“There isn’t one!” squeaked Squeak.	51
8250	The Three Little Pigs	2	he asked.	49
856	Kipper's Toybox	11	Kipper grabbed Big Owl and threw him out of the toybox.	18
9712	Romp in the Swamp	11	Mum and Nan were taking Sam to see her new school.	0
3222	The Rescue Party	3	He pulled again.	53
11505	The Duchess and Guy	10	He knew just how to impress his new family now.	38
13150	The Squirrels Who Squabbled	16	While, up in a tree, swung a flighty young squirrel, Who everyone knew as ‘Spontaneous Cyril’.	2
2919	The Very Lazy Ladybird	9	This is the story of a very lazy ladybird.	0
3894	Wide-awake Hedgehog	18	Isaac roared at the wind, and she roared back in his ears until both their voices were spent.	53
10089	Elmer and Rose	4	Rose became even pinker.	26
6916	The Tree That's Meant To Be	4	Laughter filled the air.	30
11647	You Can't Take An Elephant On The Bus	4	Think of the pain.	10
6466	All Year Round	4	down to eat them.	153
820	The Princess and the Wizard	7	All the Wizards magic was gone! ----------	82
1643	Harry and the Dinosaurs Go Wild	3	“Raahh!” said Pterodactyl.	71
6914	The Tree That's Meant To Be	3	Hello!' 'Welcome, squirrel.	28
11323	Supertato	16	And he grinned a super grin Supertato had saved the day “Take him away,” he said.	57
107	The Gruffalo	10	Doesn’t he know, There’s no such thing as a gruffalo?”	17
367	Barry The Fish With Fingers	7	But, best of all, fingers mean… Tickling!	9
7920	Goldilocks and the Three Bears	2	"""Yum! Yum!"""	25
3660	Gordon's Great Escape	8	Prickles!” shouted Gordon and with a huge pffffft!	17
2420	The Way Home For Wolf	9	He liked to try everything ALL on his own.	3
729	Mind Your Manners	15	But all lions should practise those soft growls For the quieter times of the day.	36
5651	A Letter to Santa	8	Back in the workshop, the parcel track halts.	34
2900	The Owl's Lesson	4	The little bird didn’t.	56
13624	The Snowiest Christmas Ever	1	•	103
13939	The Animal Boogie	1	w	3
2388	A Thing Called Snow	2	‘Follow us!’	49
3753	Dogger	10	Dave kept waking up in the night and missing him.	55
5846	The Gingerbread Man	9	And that was the end of the gingerbread man.	50
7809	Ravi's Roar	10	At the adventure playground, the monkey bars were too high.	12
10907	Stick Man	3	A Stuck Man?	63
4091	Elmer in the Snow	7	They didn’t notice Elmer quietly sneak away.	27
510	The Troll	9	“It must be full of gold!” said Hank Chief.	113
700	Mind Your Manners	7	They're not just some silly old rules.	7
11343	Who Will Sing My Puff-a-bye	6	Smokescreen came from a different country.	13
11999	We're Going on a Bear Hunt	2	Squelch squerch!	105
5553	Dragon Post	5	My tummy is already rumbling.	45
1277	The Enormous Crocodile	2	"""Only fish.”"	10
9305	The Paper Dolls	32	Then they lay on a rooftop and stared at the stars, till a tiger slunk out of his den and he crouched and snarled and said, “I’ll leap up and catch you!”	10
7410	Careful Santa!	25	“Sorry, Snowman, I didn’t mean to bump you,” Santa said, as he dusted himself down and popped the last of the presents into his sack.	53
39	Sugarlump and the Unicorn	9	"""Oh to be out in the big wide world!"	9
1891	Tabby McTat	8	When Susan and Soames found very good homes.	41
4649	Sir Charlie Stinky Socks and the Really Big Adventure	3	"""It's nearly three!"	91
6515	All Year Round	4	Don’t disturb the shelter.	202
4190	The Rhyming Rabbit	15	You’re sly and crafty, through and through But we can run as fast as you!	12
3372	Zog	12	She taught young dragons all the things that dragons need to know.	1
10952	When Granny Saved Christmas	5	“Let’s make it really BIG!”	16
10129	Elmer and Rose	13	“I thought she was unique, and she thought the grey elephant was unique.”	66
4233	The Rhyming Rabbit	3	“I hate sums.”	55
1303	The Enormous Crocodile	6	"""Clever tricks?’ cried the Notsobig One."	36
10086	Elmer and Rose	11	From behind a tree peeped a young elephant: a pink elephant.	23
12906	The Gruffalo's Child	7	“I’m not scared,’’ said the Gruffalo’s Child.	41
346	Sing A Song Of Bottoms	8	A snowman has a chilly one, poor chap.	25
7655	The Jolly Postman or Other People's Letters	31	Please understand that if this harassment does not cease, we will call in the Official Woodcutter, and - if necessary - all t he King's horses and all the King's men.	119
11390	Can't You Sleep Little Bear	7	“Go to sleep, Little Bear,” he said.	4
474	The Troll	12	He was too busy being sick over the side of the ship.	77
3833	Is It Betime Wibbly Pig	7	I want to look at the moon.	23
12455	The Singing Mermaid	8	Use your stickers to add the finishing touches.	18
6752	Elmer on Stilts	4	“The hunters are coming.”	18
12540	What The Ladybird Heard Next	3	"She's fast asleep."""	48
